Date,Position,Team,Overall Rank (OR),Performance of Forecasts (RPS),Rank (Forecasts),Performance of Decisions (IR),Rank (Decisions)
03-18-2022,143.0,c34d255b  IDSIA_STU,124.0,0.31485,167.0,1.3532,81.0
03-18-2022,159.0,bfd7c457  Minore,146.5,0.17065,121.0,-3.78023,172.0
03-18-2022,110.0,86458890  HMMBySJ,95.5,0.16773,115.0,1.42077,76.0
03-18-2022,172.0,47dc617b  gmobaz,157.5,0.39472,175.0,-1.34818,140.0
03-18-2022,174.0,05cd7224  manblue,160.5,0.368,172.0,-1.67522,149.0
03-18-2022,153.0,dcc4c022  Porto,140.0,0.18666,134.0,-1.59695,146.0
03-18-2022,173.0,9078bb5f  Computer says no,158.5,0.312,166.0,-1.70467,151.0
03-18-2022,165.0,98669526  Lion DS,150.0,0.31804,169.0,-1.00707,131.0
03-18-2022,105.0,5c7bb709  rnrq,90.5,0.14492,6.0,-6.38144,175.0
03-18-2022,168.0,12b14bfc  Drazencap,153.5,0.30512,163.0,-1.43769,144.0
03-18-2022,159.0,87852799  NAU,146.5,0.27976,157.0,-1.2874,136.0
03-18-2022,157.0,f250dfc3  AM naïve,144.0,0.30134,162.0,-0.69084,126.0
03-18-2022,159.0,bbb3c357  Galloping Gargoyles,146.5,0.18412,132.0,-2.23363,161.0
03-18-2022,159.0,78cc44f1  RocketShip AI,146.5,0.22838,148.0,-1.44634,145.0
03-18-2022,152.0,656bb49c  BayesianIsFun,138.0,0.17698,126.0,-1.69498,150.0
03-18-2022,157.0,84d63b80  forengeeks,144.0,0.17159,123.0,-2.58579,165.0
03-18-2022,140.0,2ddbfd56  Shrish,123.0,0.19392,138.0,0.70618,108.0
03-18-2022,139.0,c29fbf4f  idatafactory,122.5,0.19702,139.0,0.72216,106.0
03-18-2022,106.0,b42b1297  deffro,91.0,0.16011,91.0,1.16008,91.0
03-18-2022,137.0,d562f28c  Super3,122.0,0.18549,133.0,0.56627,111.0
03-18-2022,135.0,66c4f4fd  M6 Submission1 Team RU,121.5,0.2568,155.0,1.21964,88.0
03-18-2022,144.0,6f6dc500  Evergi,125.0,0.17973,127.0,-0.48278,123.0
03-18-2022,103.0,b681845b  Ludo,90.0,0.16423,109.0,1.45511,71.0
03-18-2022,156.0,f5d74bfb  Bruce,143.5,0.1838,131.0,-1.9195,156.0
03-18-2022,2.0,8c90882c  Submission 1 - 2022 03 06.csv,14.5,0.15148,19.0,2.55344,10.0
03-18-2022,96.0,856618c2  aaron1339,87.0,0.16,58.0,-0.01115,116.0
03-18-2022,150.0,c3b8d4fc  us3,135.5,0.20095,142.0,-0.8446,129.0
03-18-2022,151.0,96609938  JcBou,136.0,0.344,171.0,0.93493,101.0
03-18-2022,137.0,c674f84b  MORPHEMIC,122.0,0.16035,92.0,-1.8451,152.0
03-18-2022,155.0,20fbd380  smart,143.0,0.3056,164.0,-0.42095,122.0
03-18-2022,146.0,169b45f0  Overfitters,129.0,0.288,160.0,1.09607,98.0
03-18-2022,163.0,c47b9db1  Numerical Stochastics,149.0,0.2035,143.0,-1.91437,155.0
03-18-2022,141.0,cd4803dc  deathReaper0965,123.5,0.18721,135.0,0.53361,112.0
03-18-2022,123.0,41c16cc4  Felix_STU,110.5,0.1608,94.0,-0.6946,127.0
03-18-2022,141.0,917cb964  aggrwl,123.5,0.17101,122.0,-0.61754,125.0
03-18-2022,100.0,db21f28b  21,88.5,0.16246,103.0,1.42729,74.0
03-18-2022,128.0,1995b9c2  FunWithFlags,114.5,0.16,58.0,-2.94403,171.0
03-18-2022,109.0,611c19d0  Chris Miles,93.0,0.1544,33.0,-1.85907,153.0
03-18-2022,108.0,1240bcc8  cn ccc,92.5,0.15068,15.0,-2.85833,170.0
03-18-2022,132.0,380c6343  PREMIA,120.0,0.19376,136.0,0.81623,104.0
03-18-2022,121.0,bc9c8c4c  geo,107.5,0.16,58.0,-1.98552,157.0
03-18-2022,118.0,3cd1929f  Thedenizens,101.5,0.17316,125.0,1.40553,78.0
03-18-2022,113.0,9ddb66b4  FUW Patrol_STU,97.5,0.24774,153.0,1.61518,42.0
03-18-2022,123.0,872bdbc9  Tilefish Poele,110.5,0.25043,154.0,1.51743,67.0
03-18-2022,91.0,db442696  berserk_HKU,83.0,0.1385,2.0,-2.52983,164.0
03-18-2022,130.0,c261b5c3  Alfa,116.5,0.16203,100.0,-1.15365,133.0
03-18-2022,115.0,b974c16c  Airlab,99.5,0.16,58.0,-1.35867,141.0
03-18-2022,4.0,787d2872  JaimeLluch,22.0,0.14731,8.0,1.6945,36.0
03-18-2022,129.0,190cb995  Placeholder,115.5,0.28124,158.0,1.44788,73.0
03-18-2022,103.0,5fc3bcc4  FAB,90.0,0.21551,145.0,1.69984,35.0
03-18-2022,120.0,47dd8149  MyBloodyValentine,104.5,0.15855,46.0,-2.34178,163.0
03-18-2022,67.0,3862cc83  Dull AI,67.0,0.15998,57.0,1.40633,77.0
03-18-2022,114.0,5c0347cc  cantabrigian,98.5,0.16314,107.0,1.18545,90.0
03-18-2022,115.0,3bdbc3c0  FredViole_STU,99.5,0.15383,30.0,-2.81389,169.0
03-18-2022,3.0,07c9170b  Dream Team,19.5,0.14759,10.0,1.83343,29.0
03-18-2022,119.0,921f735d  PortfolioQuant,102.5,0.15438,32.0,-5.34561,173.0
03-18-2022,135.0,66752bbc  Inve$t,121.5,0.19887,141.0,0.90501,102.0
03-18-2022,131.0,89c29b7d  washi_wa_ou,119.5,0.16939,118.0,-0.24198,121.0
03-18-2022,99.0,5fbf807c  Guy in NYC,87.5,0.16,58.0,-0.05777,117.0
03-18-2022,171.0,7830dcbb  Lucas test,156.5,0.22012,147.0,-2.612,166.0
03-18-2022,96.0,59405297  Hamid,87.0,0.272,156.0,2.17455,18.0
03-18-2022,106.0,b57b89cd  ott rush rush rush,91.0,0.16,58.0,-0.56843,124.0
03-18-2022,96.0,91716b78  RaduR,87.0,0.15299,26.0,-1.66581,148.0
03-18-2022,123.0,b3d7dbc2  ENJINE,110.5,0.16823,116.0,0.73729,105.0
03-18-2022,102.0,b4977cb7  DLM_CX,89.5,0.16719,114.0,1.53413,65.0
03-18-2022,94.0,dcc0145b  Stonks,85.5,0.30831,165.0,2.78314,6.0
03-18-2022,147.0,dd807d74  noname,130.0,0.16226,101.0,-2.02169,159.0
03-18-2022,100.0,bbf60ff1  Handel,88.5,0.15938,49.0,-0.76551,128.0
03-18-2022,23.0,d252b0cc  Angel Lordan BCN,50.5,0.15385,31.0,1.47219,70.0
03-18-2022,122.0,203bb693  SKIZIODS,109.0,0.15972,51.0,-2.68367,167.0
03-18-2022,44.0,1cd83ccc  Hustlers,54.0,0.16085,95.0,2.35774,13.0
03-18-2022,95.0,f067b9f5  Europans,86.5,0.1828,130.0,1.57518,43.0
03-18-2022,127.0,b6b963b5  ds,113.0,0.16,58.0,-2.73484,168.0
03-18-2022,93.0,5575925b  jatin,84.5,0.15966,50.0,-0.18258,119.0
03-18-2022,133.0,22dcdc75  VTAI,120.5,0.23695,152.0,1.21582,89.0
03-18-2022,149.0,538b0bb5  Olex,134.0,0.1816,129.0,-1.32931,139.0
03-18-2022,111.0,d10b6093  srrsrr,96.5,0.16,58.0,-1.26735,135.0
03-18-2022,62.0,5ff2c089  edo-gin,65.0,0.16593,111.0,2.16001,19.0
03-18-2022,64.0,39b9b3b1  gvg_1327,66.5,0.15612,40.0,1.14476,93.0
03-18-2022,164.0,7589718c  DeepFuture,149.5,0.19381,137.0,-2.294,162.0
03-18-2022,1.0,b4264c50  HTW Berlin,6.0,0.14855,11.0,3.81352,1.0
03-18-2022,8.0,4487833b  LG PAIR forever,26.5,0.15541,38.0,2.22661,15.0
03-18-2022,75.0,d64f73c2  Advanced Analytics Team,71.0,0.16,58.0,1.341,84.0
03-18-2022,82.0,48cf320f  ML6team,77.5,0.22,146.0,2.56527,9.0
03-18-2022,49.0,30c5c41c  Sidd - TMC,58.5,0.15529,37.0,1.36249,80.0
03-18-2022,71.0,fbb48f7b  USYD_BA_Students,70.0,0.13919,3.0,-1.3147,137.0
03-18-2022,56.0,515b11f9  Venu,61.0,0.15741,43.0,1.40458,79.0
03-18-2022,58.0,1374c1f1  Lo Kheng Hong,62.0,0.16251,104.0,2.13833,20.0
03-18-2022,67.0,93f5f872  enrique.bin,67.0,0.15974,52.0,1.34249,82.0
03-18-2022,21.0,08986844  Peters_STU,46.0,0.16,58.0,1.70236,34.0
03-18-2022,74.0,bccf94bb  namaste_STU,70.5,0.16232,102.0,1.65632,39.0
03-18-2022,23.0,ccbb0fd2  market_bulls,50.5,0.16,58.0,1.57518,43.0
03-18-2022,23.0,880fbc83  lsa,50.5,0.16,58.0,1.57518,43.0
03-18-2022,71.0,0db5fc0c  USYD_PRAZ,70.0,0.13919,3.0,-1.3147,137.0
03-18-2022,71.0,14cbb019  NEOMABS_STU,70.0,0.16111,97.0,1.57518,43.0
03-18-2022,175.0,90d29bb6  InvesTUM,166.0,0.38,174.0,-1.99204,158.0
03-18-2022,58.0,cfd8f183  Dan,62.0,0.15319,27.0,1.12689,97.0
03-18-2022,70.0,916fdfd9  TheRiskTakers,68.5,0.15107,17.0,-0.2377,120.0
03-18-2022,79.0,9bf7ccb3  auto.arima and a dream,75.5,0.16703,113.0,1.65652,38.0
03-18-2022,154.0,5f3cc21b  garch_chen,141.0,0.16326,108.0,-5.6693,174.0
03-18-2022,12.0,2b6cb11d  Master CVV,32.5,0.1528,25.0,1.63041,40.0
03-18-2022,77.0,7cb34dbb  sebast,73.5,0.15786,44.0,0.8854,103.0
03-18-2022,92.0,b3bbdb72  ankit,84.0,0.16,58.0,0.56923,110.0
03-18-2022,64.0,d9143cc1  crazy_jhkim,66.5,0.16698,112.0,2.06084,21.0
03-18-2022,55.0,bc8c2b83  Simply MinVar,60.5,0.15335,29.0,1.15101,92.0
03-18-2022,51.0,28bcc3f9  Chloe,60.0,0.15541,38.0,1.34249,82.0
03-18-2022,51.0,d50c10cd  Wallace,60.0,0.15231,21.0,1.03799,99.0
03-18-2022,51.0,dfb3c499  Navi,60.0,0.16935,117.0,2.97743,3.0
03-18-2022,48.0,dd543bd7  Pul95,58.0,0.15101,16.0,0.97375,100.0
03-18-2022,41.0,d707cb75  M4-SL,51.0,0.16163,98.0,2.90289,4.0
03-18-2022,64.0,0b1bfb9c  T,66.5,0.16,58.0,1.42242,75.0
03-18-2022,69.0,860fb4bb  evan.kang,68.0,0.17232,124.0,2.38968,12.0
03-18-2022,46.0,c8f498d2  akshay,55.0,0.13801,1.0,0.66491,109.0
03-18-2022,81.0,2b8b032c  AEML,76.0,0.15978,56.0,1.12821,96.0
03-18-2022,57.0,0102b20c  Apollo,61.5,0.14157,5.0,-0.16834,118.0
03-18-2022,45.0,d874631c  wp,54.5,0.15793,45.0,1.54691,64.0
03-18-2022,62.0,4b556c23  Up-and-Down,65.0,0.16268,106.0,1.95763,24.0
03-18-2022,51.0,cf2d56c6  Vineeth,60.0,0.15476,35.0,1.31211,85.0
03-18-2022,82.0,6133c0d7  Proexe,77.5,0.18055,128.0,1.87005,27.0
03-18-2022,77.0,939398bd  handsome boy,73.5,0.1544,33.0,0.24661,114.0
03-18-2022,15.0,d40031cb  crazy_,39.0,0.15974,52.0,1.90059,26.0
03-18-2022,58.0,3900b673  Stochoshi,62.0,0.14741,9.0,0.00332,115.0
03-18-2022,13.0,63c2f835  Arbol,33.5,0.15974,52.0,2.22661,15.0
03-18-2022,23.0,2d729675  JackofAllTrades,50.5,0.16,58.0,1.57518,43.0
03-18-2022,88.0,31bb28c9  ouranos,80.0,0.15885,47.0,0.46824,113.0
03-18-2022,23.0,32cdcc24  M6 Dummy,50.5,0.16,58.0,1.57518,43.0
03-18-2022,86.0,d18b809d  VC,78.5,0.1982,140.0,2.19336,17.0
03-18-2022,23.0,3653df28  fright131,50.5,0.16,58.0,1.57518,43.0
03-18-2022,49.0,b44cc9cc  Crazy.Jim,58.5,0.1524,22.0,1.13629,95.0
03-18-2022,23.0,dd8bb8b0  Jupayters,50.5,0.16,58.0,1.57518,43.0
03-18-2022,19.0,93560fbc  LightiningForecasters,43.0,0.15141,18.0,1.50069,68.0
03-18-2022,23.0,d04974fb  jp_th,50.5,0.16,58.0,1.57518,43.0
03-18-2022,23.0,dfcb064c  hm2200,50.5,0.16,58.0,1.57518,43.0
03-18-2022,23.0,76fcf359  joechr_STU,50.5,0.16,58.0,1.57518,43.0
03-18-2022,111.0,f8fbd1bf  Selamlar,96.5,0.31563,168.0,1.95712,25.0
03-18-2022,42.0,38c7fc7b  MP,52.0,0.15664,41.0,1.55053,63.0
03-18-2022,23.0,2c1cbbbf  Fortuneteller,50.5,0.16,58.0,1.57518,43.0
03-18-2022,10.0,bc4b0314  MarcoGorelli,31.0,0.1591,48.0,2.32777,14.0
03-18-2022,23.0,15db49cb  bingo,50.5,0.16,58.0,1.57518,43.0
03-18-2022,23.0,34cf2f3f  Team Sahand,50.5,0.16,58.0,1.57518,43.0
03-18-2022,23.0,ffbf60c3  Dodger Federer,50.5,0.16,58.0,1.57518,43.0
03-18-2022,61.0,71b47b97  microprediction,63.0,0.16089,96.0,1.78773,30.0
03-18-2022,23.0,d5c78bbc  dummy,50.5,0.16,58.0,1.57518,43.0
03-18-2022,148.0,5004c81c  BSel_STU,130.5,0.16984,119.0,-1.41717,142.0
03-18-2022,23.0,6193fbd1  vhs,50.5,0.16,58.0,1.57518,43.0
03-18-2022,20.0,3d227c13  Spyros M,45.5,0.16,58.0,1.75112,33.0
03-18-2022,79.0,fb07c974  FabulousFab,75.5,0.16999,120.0,1.77319,31.0
03-18-2022,42.0,644389bc  lifters,52.0,0.16197,99.0,2.84489,5.0
03-18-2022,14.0,9b7bb959  LAIR,37.0,0.15974,52.0,2.0361,22.0
03-18-2022,17.0,4cb8b66c  Spoonman,40.5,0.16,58.0,1.97727,23.0
03-18-2022,9.0,60b1d9cc  Pike Place Bets,28.0,0.15322,28.0,1.83893,28.0
03-18-2022,11.0,cd597d34  HexagonalSloth_STU,32.0,0.15252,23.0,1.61948,41.0
03-18-2022,89.0,d9bc9425  chicken_STU,80.5,0.284,159.0,3.01636,2.0
03-18-2022,23.0,2c78c015  flsck,50.5,0.16,58.0,1.57518,43.0
03-18-2022,6.0,3b28f32c  Shipwreck,25.0,0.14605,7.0,1.57518,43.0
03-18-2022,22.0,b17cd734  QuantM6.ai,49.0,0.14875,12.0,1.30849,86.0
03-18-2022,23.0,b2b1cbc6  exdelphi,50.5,0.16,58.0,1.57518,43.0
03-18-2022,18.0,1d3cd369  Rogal Dorn,41.5,0.15017,14.0,1.47994,69.0
03-18-2022,76.0,b5188797  Invest to get rich,72.5,0.14926,13.0,-1.07544,132.0
03-18-2022,16.0,c53b3306  TKIM,39.5,0.1569,42.0,1.67651,37.0
03-18-2022,85.0,b4dd7019  CUFE,78.0,0.2304,149.0,2.70511,7.0
03-18-2022,4.0,ccb2bfb9  Quantmetry,22.0,0.15491,36.0,2.61028,8.0
03-18-2022,82.0,0509c220  Droid,77.5,0.206,144.0,2.50031,11.0
03-18-2022,7.0,b1002bc9  AdaGaussMC_STU,26.0,0.15169,20.0,1.7661,32.0
03-18-2022,145.0,b875c91c  Alcácer,126.5,0.16429,110.0,-1.43474,143.0
03-18-2022,47.0,c9b02591  mf,55.5,0.15254,24.0,1.30049,87.0
03-17-2022,172.0,87852799  NAU,163.5,0.29376,160.0,-3.76586,167.0
03-17-2022,79.0,39b9b3b1  gvg_1327,77.0,0.15585,39.0,-0.65939,115.0
03-17-2022,157.0,bfd7c457  Minore,143.0,0.16916,118.0,-3.78673,168.0
03-17-2022,142.0,41c16cc4  Felix_STU,124.0,0.1632,106.0,-2.06637,142.0
03-17-2022,135.0,872bdbc9  Tilefish Poele,116.0,0.25243,154.0,0.57177,78.0
03-17-2022,163.0,f250dfc3  AM naïve,150.5,0.30758,163.0,-1.86392,138.0
03-17-2022,110.0,dcc0145b  Stonks,95.5,0.31931,166.0,1.26217,25.0
03-17-2022,162.0,7830dcbb  Lucas test,148.5,0.2264,147.0,-2.65193,150.0
03-17-2022,161.0,7139c8db  Planned_Obsolescence_STU,148.0,0.392,173.0,-0.8559,123.0
03-17-2022,155.0,380c6343  PREMIA,142.0,0.19577,139.0,-2.31233,145.0
03-17-2022,157.0,5f3cc21b  garch_chen,143.0,0.16739,113.0,-5.97026,173.0
03-17-2022,154.0,f5d74bfb  Bruce,141.0,0.1822,130.0,-2.67879,152.0
03-17-2022,168.0,f743b142  SimpleBest,155.0,0.24474,153.0,-2.82217,157.0
03-17-2022,165.0,05cd7224  manblue,151.5,0.372,172.0,-1.43252,131.0
03-17-2022,3.0,8c90882c  Submission 1 - 2022 03 06.csv,12.0,0.148,13.0,2.1967,11.0
03-17-2022,172.0,90d29bb6  InvesTUM,163.5,0.404,174.0,-2.68781,153.0
03-17-2022,89.0,59405297  Hamid,81.0,0.268,156.0,3.78418,6.0
03-17-2022,98.0,c29fbf4f  idatafactory,87.5,0.18774,134.0,0.83508,41.0
03-17-2022,160.0,6f6dc500  Evergi,145.0,0.17849,126.0,-3.25887,164.0
03-17-2022,157.0,9078bb5f  Computer says no,143.0,0.304,162.0,-0.8726,124.0
03-17-2022,100.0,1240bcc8  cn ccc,88.0,0.14834,14.0,-3.02938,162.0
03-17-2022,167.0,c3b8d4fc  us3,154.0,0.20832,143.0,-3.26206,165.0
03-17-2022,169.0,12b14bfc  Drazencap,156.5,0.31512,164.0,-2.63405,149.0
03-17-2022,106.0,d10b6093  srrsrr,94.0,0.16,55.0,-1.54478,133.0
03-17-2022,138.0,22dcdc75  VTAI,121.0,0.24097,152.0,0.39137,90.0
03-17-2022,147.0,5004c81c  BSel_STU,132.0,0.17184,120.0,-2.10904,144.0
03-17-2022,147.0,7589718c  DeepFuture,132.0,0.19434,138.0,-1.0322,126.0
03-17-2022,155.0,84d63b80  forengeeks,142.0,0.17369,124.0,-3.00334,160.0
03-17-2022,141.0,dd807d74  noname,122.5,0.16232,102.0,-2.09815,143.0
03-17-2022,142.0,917cb964  aggrwl,124.0,0.17329,123.0,-0.93904,125.0
03-17-2022,139.0,c34d255b  IDSIA_STU,122.0,0.31765,165.0,0.56341,79.0
03-17-2022,151.0,656bb49c  BayesianIsFun,137.5,0.18168,128.0,-2.44308,147.0
03-17-2022,139.0,cd4803dc  deathReaper0965,122.0,0.19093,136.0,-0.41309,108.0
03-17-2022,137.0,89c29b7d  washi_wa_ou,119.0,0.17207,121.0,-0.71367,117.0
03-17-2022,152.0,dcc4c022  Porto,139.5,0.18686,133.0,-2.44164,146.0
03-17-2022,136.0,d562f28c  Super3,117.5,0.18941,135.0,-0.06344,100.0
03-17-2022,133.0,b3d7dbc2  ENJINE,115.5,0.17033,119.0,-0.62184,112.0
03-17-2022,175.0,47dc617b  gmobaz,172.0,0.41462,175.0,-4.21575,169.0
03-17-2022,142.0,538b0bb5  Olex,124.0,0.184,132.0,-0.69963,116.0
03-17-2022,174.0,20fbd380  smart,168.5,0.3216,167.0,-4.96312,170.0
03-17-2022,165.0,78cc44f1  RocketShip AI,151.5,0.23438,149.0,-2.70164,154.0
03-17-2022,153.0,c47b9db1  Numerical Stochastics,140.0,0.2125,145.0,-1.66257,135.0
03-17-2022,130.0,b875c91c  Alcácer,111.0,0.16396,108.0,-0.62743,114.0
03-17-2022,118.0,5575925b  jatin,102.0,0.16098,95.0,-0.47482,109.0
03-17-2022,105.0,66c4f4fd  M6 Submission1 Team RU,92.5,0.2528,155.0,1.10777,30.0
03-17-2022,61.0,916fdfd9  TheRiskTakers,68.5,0.15175,24.0,-0.62398,113.0
03-17-2022,117.0,bc9c8c4c  geo,101.5,0.16,55.0,-2.59795,148.0
03-17-2022,125.0,6954b3b1  buffet,106.5,0.336,171.0,0.83166,42.0
03-17-2022,123.0,921f735d  PortfolioQuant,104.0,0.15452,37.0,-5.38104,171.0
03-17-2022,123.0,47dd8149  MyBloodyValentine,104.0,0.15862,47.0,-3.02055,161.0
03-17-2022,121.0,b57b89cd  ott rush rush rush,103.0,0.16,55.0,-2.65673,151.0
03-17-2022,112.0,b681845b  Ludo,96.0,0.16422,109.0,0.45879,83.0
03-17-2022,25.0,ccbb0fd2  market_bulls,52.0,0.16,55.0,0.7562,49.0
03-17-2022,120.0,203bb693  SKIZIODS,102.5,0.15955,49.0,-2.82146,156.0
03-17-2022,107.0,5c0347cc  cantabrigian,94.5,0.16185,98.0,0.34778,91.0
03-17-2022,116.0,f8fbd1bf  Selamlar,101.0,0.32363,168.0,1.07708,34.0
03-17-2022,127.0,c674f84b  MORPHEMIC,109.5,0.16063,92.0,-1.06691,127.0
03-17-2022,115.0,3cd1929f  Thedenizens,99.5,0.17316,122.0,0.57393,77.0
03-17-2022,114.0,3bdbc3c0  FredViole_STU,97.5,0.15395,32.0,-3.03758,163.0
03-17-2022,113.0,2b8b032c  AEML,97.0,0.16055,90.0,-0.26459,104.0
03-17-2022,1.0,ccb2bfb9  Quantmetry,6.5,0.14694,9.0,4.05511,4.0
03-17-2022,25.0,dd8bb8b0  Jupayters,52.0,0.16,55.0,0.7562,49.0
03-17-2022,128.0,b6b963b5  ds,110.5,0.16,55.0,-3.69998,166.0
03-17-2022,170.0,2bc96665  Command Line Heroes,162.0,0.23508,150.0,-6.30035,174.0
03-17-2022,118.0,8c13bdf6  Probabilistic Forecaster,102.0,0.16374,107.0,-0.01573,97.0
03-17-2022,126.0,b974c16c  Airlab,107.0,0.16,55.0,-2.97522,159.0
03-17-2022,51.0,860fb4bb  evan.kang,62.0,0.16749,115.0,2.30407,9.0
03-17-2022,103.0,9ddb66b4  FUW Patrol_STU,92.0,0.2367,151.0,1.08335,33.0
03-17-2022,95.0,7cb34dbb  sebast,83.0,0.15845,46.0,-0.84312,120.0
03-17-2022,103.0,db21f28b  21,92.0,0.1629,104.0,0.538,80.0
03-17-2022,102.0,5c7bb709  rnrq,90.5,0.14515,6.0,-6.99824,175.0
03-17-2022,121.0,4bcf288b  crazy_quan,103.0,0.16004,88.0,-0.76496,118.0
03-17-2022,101.0,f067b9f5  Europans,89.0,0.1818,129.0,0.7562,49.0
03-17-2022,98.0,bccf94bb  namaste_STU,87.5,0.16212,100.0,0.61466,75.0
03-17-2022,132.0,1995b9c2  FunWithFlags,113.5,0.16,55.0,-5.53806,172.0
03-17-2022,107.0,86458890  HMMBySJ,94.5,0.16861,116.0,0.62795,73.0
03-17-2022,95.0,d18b809d  VC,83.0,0.199,140.0,1.22032,26.0
03-17-2022,93.0,169b45f0  Overfitters,82.0,0.284,157.0,2.52869,7.0
03-17-2022,110.0,856618c2  aaron1339,95.5,0.16,55.0,-1.69319,136.0
03-17-2022,93.0,91716b78  RaduR,82.0,0.15436,34.0,-1.3615,130.0
03-17-2022,91.0,1bdff261  ArnoudWellens,81.5,0.16078,93.0,0.71252,70.0
03-17-2022,130.0,66752bbc  Inve$t,111.0,0.20394,141.0,0.49816,81.0
03-17-2022,145.0,96609938  JcBou,130.5,0.328,169.0,0.26817,92.0
03-17-2022,171.0,98669526  Lion DS,162.5,0.33204,170.0,-2.79792,155.0
03-17-2022,89.0,0509c220  Droid,81.0,0.204,142.0,1.59069,20.0
03-17-2022,164.0,f4767b9c  M37,151.0,0.29603,161.0,-1.99105,141.0
03-17-2022,97.0,d9bc9425  chicken_STU,85.5,0.284,157.0,2.10106,14.0
03-17-2022,149.0,bbb3c357  Galloping Gargoyles,134.0,0.18248,131.0,-1.73443,137.0
03-17-2022,150.0,2ddbfd56  Shrish,135.5,0.19132,137.0,-1.6336,134.0
03-17-2022,128.0,c261b5c3  Alfa,110.5,0.16192,99.0,-0.85577,122.0
03-17-2022,71.0,b42b1297  deffro,72.0,0.16,55.0,0.39224,89.0
03-17-2022,79.0,b3bbdb72  ankit,77.0,0.16,55.0,-0.04413,99.0
03-17-2022,56.0,28bcc3f9  Chloe,65.0,0.15441,35.0,0.10982,95.0
03-17-2022,86.0,9bf7ccb3  auto.arima and a dream,80.0,0.16745,114.0,0.79413,46.0
03-17-2022,77.0,08986844  Peters_STU,74.5,0.16,55.0,0.15425,94.0
03-17-2022,74.0,31bb28c9  ouranos,73.0,0.15769,44.0,-0.19608,102.0
03-17-2022,2.0,b4264c50  HTW Berlin,11.0,0.15137,19.0,5.44505,3.0
03-17-2022,72.0,14cbb019  NEOMABS_STU,72.5,0.16104,96.0,0.7562,49.0
03-17-2022,44.0,c8f498d2  akshay,54.5,0.13597,2.0,-0.36363,107.0
03-17-2022,70.0,515b11f9  Venu,71.5,0.15825,45.0,-0.02809,98.0
03-17-2022,82.0,30c5c41c  Sidd - TMC,78.5,0.15579,38.0,-0.83919,119.0
03-17-2022,68.0,fbb48f7b  USYD_BA_Students,71.0,0.13967,3.0,-1.90379,139.0
03-17-2022,74.0,93f5f872  enrique.bin,73.0,0.15976,51.0,0.10982,95.0
03-17-2022,65.0,5fbf807c  Guy in NYC,70.0,0.16,55.0,0.4257,85.0
03-17-2022,76.0,dd543bd7  Pul95,74.0,0.14983,16.0,-1.46151,132.0
03-17-2022,84.0,b4977cb7  DLM_CX,79.5,0.16507,111.0,0.77312,48.0
03-17-2022,45.0,38c7fc7b  MP,56.5,0.15676,42.0,0.63445,71.0
03-17-2022,72.0,4b556c23  Up-and-Down,72.5,0.16315,105.0,0.8583,40.0
03-17-2022,77.0,48cf320f  ML6team,74.5,0.212,144.0,3.96394,5.0
03-17-2022,81.0,d9143cc1  crazy_jhkim,77.5,0.16693,112.0,0.82805,43.0
03-17-2022,53.0,1374c1f1  Lo Kheng Hong,64.0,0.16214,101.0,1.19366,27.0
03-17-2022,25.0,2d729675  JackofAllTrades,52.0,0.16,55.0,0.7562,49.0
03-17-2022,53.0,cf2d56c6  Vineeth,64.0,0.15588,40.0,0.39447,88.0
03-17-2022,60.0,c53b3306  TKIM,67.0,0.15634,41.0,0.15564,93.0
03-17-2022,59.0,dfb3c499  Navi,66.5,0.16863,117.0,1.93448,16.0
03-17-2022,58.0,5ff2c089  edo-gin,66.0,0.16484,110.0,1.46796,22.0
03-17-2022,63.0,71b47b97  microprediction,69.0,0.16058,91.0,0.78787,47.0
03-17-2022,57.0,d64f73c2  Advanced Analytics Team,65.5,0.16,55.0,0.60213,76.0
03-17-2022,65.0,bc8c2b83  Simply MinVar,70.0,0.15324,29.0,-0.57462,111.0
03-17-2022,24.0,d50c10cd  Wallace,48.5,0.152,25.0,0.63011,72.0
03-17-2022,61.0,bbf60ff1  Handel,68.5,0.1596,50.0,0.40643,87.0
03-17-2022,52.0,b17cd734  QuantM6.ai,63.0,0.15138,21.0,-0.27026,105.0
03-17-2022,25.0,34cf2f3f  Team Sahand,52.0,0.16,55.0,0.7562,49.0
03-17-2022,50.0,1cd83ccc  Hustlers,61.5,0.16085,94.0,1.12781,29.0
03-17-2022,49.0,1d3cd369  Rogal Dorn,58.0,0.14948,15.0,-0.11158,101.0
03-17-2022,48.0,0102b20c  Apollo,57.5,0.13997,5.0,-0.49498,110.0
03-17-2022,47.0,d707cb75  M4-SL,57.0,0.16232,102.0,2.1741,12.0
03-17-2022,45.0,cfd8f183  Dan,56.5,0.15355,31.0,0.49811,82.0
03-17-2022,68.0,0db5fc0c  USYD_PRAZ,71.0,0.13967,3.0,-1.90379,139.0
03-17-2022,91.0,3862cc83  Dull AI,81.5,0.16007,89.0,0.61789,74.0
03-17-2022,55.0,b5188797  Invest to get rich,64.5,0.14629,8.0,-0.85027,121.0
03-17-2022,11.0,63c2f835  Arbol,26.0,0.15976,51.0,5.69692,1.0
03-17-2022,25.0,880fbc83  lsa,52.0,0.16,55.0,0.7562,49.0
03-17-2022,18.0,3d227c13  Spyros M,39.0,0.16,55.0,1.33384,23.0
